candidate_id,cohort,gender,ethnicity,degree_major,teaching_experience,gpa,leadership_score,communication_score,self_efficacy,organisational_support,selected,proba
50,2022,Male,Australian,Education,1-3 years,2.5,6.0,6.3,9.2,6.4,1,0.9574621736103017
51,2024,Male,Australian,Education,<1 year,3.0,6.1,7.4,7.7,6.4,1,0.902580505490206
52,2020,Female,Australian,Science,3+ years,3.0,5.6,9.0,6.9,4.0,0,0.8648973210581313
53,2020,Female,Other,STEM,3+ years,2.5,5.0,7.1,5.4,5.1,0,0.6739061086259442
54,2019,Male,Indian,Commerce,3+ years,3.0,7.8,6.6,5.9,7.5,1,0.8151765777067628
55,2020,Female,New Zealander,Commerce,3+ years,3.0,7.5,7.9,8.3,8.0,1,0.8832297295037498
56,2023,Female,Australian,Education,1-3 years,3.0,10.0,5.7,4.1,2.6,1,0.8194784215777698
57,2020,Female,Australian,Commerce,3+ years,4.0,7.2,7.2,8.8,3.9,1,0.9018277282291918
58,2022,Female,Australian,Commerce,1-3 years,2.5,5.0,5.2,6.3,2.0,0,0.3659209685794007
59,2022,Female,Filipino,Arts,1-3 years,2.5,4.2,7.1,5.3,6.0,1,0.7253330593695115
60,2022,Female,Australian,Education,1-3 years,3.0,7.9,6.8,4.8,7.7,1,0.8592029494574297
61,2022,Male,South African,Arts,1-3 years,3.0,4.4,5.8,8.0,4.8,1,0.6260355752219516
62,2023,Male,Australian,STEM,1-3 years,4.0,7.6,7.2,6.8,3.8,1,0.973689982776476
63,2021,Female,Australian,Education,3+ years,2.0,4.5,7.2,9.7,4.7,0,0.7374344439655312
64,2024,Female,Australian,Science,<1 year,2.5,6.7,8.8,4.5,10.0,0,0.7356162780452877
65,2019,Male,Australian,Education,3+ years,2.0,3.9,4.6,5.8,8.5,0,0.6859548677114387
66,2022,Female,Australian,Other,1-3 years,2.5,7.6,6.9,6.6,7.3,1,0.8429169286757234
67,2020,Male,Australian,Arts,3+ years,2.0,3.5,5.9,5.4,6.3,1,0.5009504435615252
68,2022,Male,Australian,Education,1-3 years,2.0,6.5,8.3,6.8,5.5,1,0.7952344279144685
69,2020,Male,New Zealander,Education,3+ years,2.0,5.6,8.1,7.4,3.2,1,0.9205293379497002
70,2024,Female,Australian,Commerce,<1 year,2.5,6.2,7.8,7.7,2.8,1,0.8521425888805352
71,2024,Male,Australian,Commerce,<1 year,2.5,5.2,5.9,9.5,4.1,0,0.7626563574571019
72,2024,Female,Australian,Commerce,<1 year,2.0,5.2,8.3,4.5,3.1,0,0.5413142050684866
73,2020,Male,Australian,Education,3+ years,2.5,6.3,4.7,7.4,4.0,0,0.6151887832166727
74,2022,Male,Indian,STEM,1-3 years,2.0,4.0,4.4,5.6,5.2,0,0.34831023380856446
75,2024,Female,Australian,Education,<1 year,4.0,4.0,5.1,7.6,5.4,1,0.788554100976463
76,2023,Female,Chinese,Arts,1-3 years,2.5,5.3,6.9,7.6,3.9,0,0.9371756223886467
77,2020,Female,Australian,Arts,3+ years,2.5,5.2,8.0,5.0,6.7,1,0.9475035059813736
78,2020,Male,Australian,Commerce,3+ years,3.0,4.0,2.5,5.2,5.0,0,0.40844192426825876
79,2022,Female,Australian,Arts,1-3 years,2.5,7.8,9.0,7.7,6.0,1,0.9833857538361299
80,2020,Male,Australian,Education,3+ years,3.0,5.3,7.2,6.8,3.6,1,0.7214069533156376
81,2020,Female,Australian,Education,3+ years,2.5,5.5,4.6,6.4,7.2,0,0.595797241382072
82,2024,Male,Indian,STEM,<1 year,4.0,3.3,7.2,8.0,4.2,1,0.8440292689351755
83,2022,Male,Australian,Commerce,1-3 years,2.0,10.0,8.6,8.1,9.5,1,0.9809316203634143
84,2024,Male,Australian,STEM,<1 year,4.0,10.0,7.9,5.8,4.9,1,0.9553406848587203
85,2024,Male,Australian,Arts,<1 year,3.0,4.4,8.6,5.3,5.3,1,0.8923114679368724
86,2022,Female,Australian,Other,1-3 years,2.5,8.5,5.0,4.5,7.0,1,0.8387859586353759
87,2019,Female,Australian,STEM,3+ years,3.0,5.8,6.4,6.9,7.5,1,0.7828289952842759
88,2024,Male,Australian,Science,<1 year,2.5,9.2,5.6,4.2,7.8,1,0.743735518720986
89,2023,Female,Australian,Education,1-3 years,2.0,6.7,9.6,7.0,9.9,1,0.9368104444754098
90,2023,Female,Australian,Education,1-3 years,2.0,6.2,8.0,9.0,7.2,1,0.8949325257080817
91,2020,Female,Aboriginal,Science,3+ years,4.0,1.0,10.0,6.2,5.3,0,0.744084024732076
92,2023,Female,South African,Commerce,1-3 years,2.5,4.2,6.3,5.8,4.2,0,0.6447132315576423
93,2020,Female,Australian,Commerce,3+ years,2.5,6.0,5.9,10.0,5.2,1,0.7111920034132837
94,2019,Male,Australian,Education,3+ years,3.0,6.4,6.8,9.5,9.2,1,0.9747734135422637
95,2022,Female,Other,STEM,1-3 years,2.5,3.6,9.1,5.4,2.0,1,0.910663074758122
96,2022,Male,Australian,Education,1-3 years,2.0,4.5,6.5,7.1,3.5,0,0.7630128396717217
97,2022,Female,Australian,STEM,1-3 years,3.0,7.1,7.2,7.4,5.0,0,0.9094148176984183
98,2023,Male,Australian,Education,1-3 years,3.0,3.2,7.1,7.2,3.4,1,0.9029603074967509
99,2019,Female,Australian,Education,3+ years,2.0,6.3,7.1,10.0,4.5,1,0.9512910169780497
100,2023,Male,Australian,Education,1-3 years,4.0,8.5,6.0,7.0,10.0,1,0.8988767032956121
101,2023,Male,Other,Education,1-3 years,2.0,6.8,6.8,7.2,4.8,1,0.850189125241214
102,2019,Female,British,Arts,3+ years,2.5,6.7,6.7,8.0,6.5,1,0.9834999341728589
103,2019,Male,Chinese,Education,3+ years,2.0,2.0,7.0,8.9,1.4,0,0.517215425361159
104,2019,Male,British,Education,3+ years,2.5,4.4,8.4,8.5,2.7,1,0.7815805461294126
105,2019,Male,Australian,Commerce,3+ years,2.5,10.0,9.6,7.8,7.8,1,0.9947690979984505
106,2022,Male,Australian,Commerce,1-3 years,2.5,4.8,5.7,4.0,9.7,1,0.5986293872292505
107,2021,Female,Other,Education,3+ years,3.0,8.5,6.4,5.9,6.1,1,0.8793615948564828
108,2021,Male,Other,Education,3+ years,2.0,4.8,5.8,8.3,4.7,0,0.5845928416074415
109,2019,Female,Australian,Other,3+ years,3.0,5.4,7.3,7.3,6.7,1,0.7117523886128184
110,2021,Female,Other,Science,3+ years,2.5,7.0,6.2,8.3,1.0,1,0.650185790248016
111,2021,Non-binary,Australian,Commerce,3+ years,4.0,6.2,7.4,10.0,6.1,1,0.9926373131043422
112,2019,Female,Australian,Commerce,3+ years,2.5,6.8,8.7,4.7,2.9,1,0.8985212195427743
113,2021,Male,Australian,Education,3+ years,2.0,4.4,3.2,8.8,7.5,1,0.2631051230909243
114,2023,Male,Australian,Education,1-3 years,2.0,3.7,7.7,6.2,1.0,1,0.8186560830541412
115,2020,Male,Australian,STEM,3+ years,3.0,4.2,6.3,8.5,3.9,1,0.9349822462309868
116,2020,Male,Australian,Arts,3+ years,3.0,4.9,7.7,6.7,5.4,1,0.9606980932270897
117,2019,Female,Australian,Education,3+ years,2.5,5.5,5.7,10.0,3.6,1,0.8297667317322549
118,2022,Female,Australian,Arts,1-3 years,2.5,8.1,8.8,7.0,4.6,1,0.9383095930148542
119,2019,Female,Australian,Education,3+ years,2.5,6.2,8.4,5.6,7.8,1,0.9440701522729714
120,2022,Female,Other,Education,1-3 years,4.0,7.0,7.9,7.6,5.4,1,0.9832725819705749
121,2020,Female,Australian,Education,3+ years,4.0,6.3,8.2,7.4,3.2,1,0.927913998617412
122,2019,Female,Australian,Education,3+ years,4.0,3.8,5.9,8.8,7.9,1,0.8388193260086172
123,2024,Male,Australian,Arts,<1 year,3.0,6.0,6.1,7.6,6.1,1,0.8621830793430941
124,2023,Male,Australian,Commerce,1-3 years,4.0,6.3,8.1,10.0,6.2,1,0.9893491098057017
125,2021,Female,Chinese,Education,3+ years,2.0,7.5,5.8,6.6,3.3,1,0.8003953998025523
126,2022,Male,Australian,Other,1-3 years,3.0,3.9,9.2,6.6,1.0,1,0.9021506017477051
127,2024,Female,Indian,Arts,<1 year,3.0,1.9,6.5,5.7,3.2,0,0.42530263350769926
128,2021,Female,Australian,Science,3+ years,4.0,6.4,7.8,7.0,3.0,1,0.9254634006893407
129,2021,Male,Australian,Arts,3+ years,2.5,6.7,10.0,7.2,4.0,1,0.9448816734999448
130,2019,Male,Australian,Education,3+ years,2.0,5.6,5.9,7.3,3.4,0,0.5658434039004706
131,2021,Male,Australian,Arts,3+ years,2.5,6.1,7.1,6.9,5.8,1,0.8454285422910315
132,2023,Female,Australian,Science,1-3 years,3.0,7.8,8.6,5.7,7.7,1,0.8991805587128923
133,2024,Male,Australian,Arts,<1 year,2.0,5.1,8.4,5.2,8.2,1,0.8410131800642855
134,2021,Male,Australian,Science,3+ years,2.5,5.4,6.5,6.1,7.6,1,0.939119889135477
135,2019,Male,Australian,Education,3+ years,2.5,6.2,6.2,8.9,3.3,1,0.8979093049478133
136,2023,Male,Other,Science,1-3 years,2.5,3.6,6.7,9.2,5.6,0,0.6900680221080031
137,2020,Male,Australian,Education,3+ years,2.5,5.7,9.2,6.7,9.4,1,0.983734370736854
138,2024,Male,Australian,Education,<1 year,2.0,5.9,6.6,5.1,1.5,0,0.5590987529717804
139,2021,Male,Australian,Education,3+ years,4.0,9.3,7.1,6.7,8.9,1,0.9846150473159874
140,2019,Male,Australian,Arts,3+ years,3.0,5.4,6.4,10.0,3.0,1,0.8669787793336781
141,2020,Male,Australian,Education,3+ years,2.0,6.4,8.1,8.6,6.2,1,0.9810291997784383
142,2020,Female,Other,Commerce,3+ years,3.0,7.8,7.2,7.8,6.5,1,0.9824088660254615
143,2022,Male,Other,Commerce,1-3 years,3.0,4.3,5.5,8.5,6.0,1,0.7403418891182886
144,2023,Female,Australian,Other,1-3 years,2.0,8.8,5.5,9.6,10.0,1,0.9660970242402145
145,2021,Female,Australian,Education,3+ years,2.5,9.5,4.0,4.7,4.7,1,0.8635615198509955
146,2019,Male,Australian,Science,3+ years,2.5,5.9,5.8,6.1,1.4,0,0.6119941291786201
147,2022,Male,Australian,Arts,1-3 years,2.5,4.9,8.2,5.8,6.4,1,0.8478722157438278
148,2023,Male,Australian,Commerce,1-3 years,3.0,9.3,9.0,7.9,5.1,1,0.9786648455793017
149,2022,Female,Australian,Commerce,1-3 years,2.5,7.6,8.0,7.1,6.9,0,0.8670062295353375
150,2024,Male,Australian,Science,<1 year,2.0,6.2,7.8,8.2,7.7,1,0.9232488196136202
151,2023,Female,Australian,Arts,1-3 years,4.0,8.9,6.8,5.9,5.4,1,0.9653106837962009
152,2023,Male,Australian,Science,1-3 years,2.0,8.6,8.2,9.3,6.6,1,0.9658382964240068
153,2021,Male,Australian,Education,3+ years,3.0,5.3,7.4,6.7,5.9,1,0.9248315517872987
154,2023,Male,Torres Strait Islander,Arts,1-3 years,2.0,6.5,9.7,8.1,10.0,1,0.9921070780175878
155,2022,Male,Australian,Commerce,1-3 years,2.5,7.2,6.9,9.0,4.6,1,0.8842061211548946
156,2023,Male,Other,STEM,1-3 years,2.5,6.1,9.0,8.8,3.8,1,0.9596590892960967
157,2021,Male,Australian,Arts,3+ years,2.0,3.2,8.3,7.4,7.7,1,0.8523496987484727
158,2021,Female,Chinese,Education,3+ years,2.5,4.1,8.1,8.3,3.2,1,0.8457063983242146
159,2024,Female,Aboriginal,Science,<1 year,2.0,3.3,4.0,9.9,6.5,1,0.5630413761039746
160,2022,Male,Australian,STEM,1-3 years,2.5,7.0,8.4,7.7,5.1,1,0.9483432506572408
161,2020,Male,Torres Strait Islander,Arts,3+ years,3.0,3.6,6.8,5.5,5.2,0,0.8324450521087821
162,2020,Female,Australian,Education,3+ years,2.0,6.4,6.3,7.8,10.0,1,0.9272994098786019
163,2023,Male,Other,Commerce,1-3 years,3.0,9.7,4.8,6.7,8.6,1,0.9215874913847311
164,2024,Female,Australian,Arts,<1 year,2.0,8.9,7.0,2.6,8.1,1,0.919043030945938
165,2019,Female,Australian,Education,3+ years,2.0,2.3,7.1,7.6,6.8,1,0.9032551808573944
166,2023,Male,Australian,Education,1-3 years,3.0,3.4,5.0,7.0,3.8,0,0.593078230467217
167,2024,Male,Other,Other,<1 year,2.5,4.4,4.8,8.9,6.2,0,0.7074281099738017
168,2022,Male,Australian,Education,1-3 years,2.5,3.7,7.7,5.4,7.0,1,0.7292613857455486
169,2022,Female,Other,Other,1-3 years,2.0,2.7,8.3,4.1,6.0,0,0.62893454813293
170,2022,Female,Other,Education,1-3 years,3.0,6.0,7.3,7.1,5.7,1,0.9196771646543221
171,2022,Male,Australian,Commerce,1-3 years,2.5,7.4,8.7,7.5,4.5,1,0.9478523775169178
172,2022,Male,New Zealander,Science,1-3 years,2.0,7.9,6.9,7.0,6.2,1,0.9375213680675013
173,2024,Female,Other,Science,<1 year,2.5,5.1,6.9,6.8,4.2,0,0.8638519381660159
174,2024,Male,Australian,STEM,<1 year,3.0,5.5,5.6,4.9,7.3,1,0.5780045555072759
175,2021,Female,Australian,Commerce,3+ years,2.5,6.7,4.7,6.5,1.0,0,0.2645653817060111
176,2020,Male,Australian,Arts,3+ years,2.0,5.8,9.8,6.2,8.9,1,0.9933426300162048
177,2022,Male,Australian,Education,1-3 years,2.5,7.6,8.7,8.7,2.2,1,0.9154447196289572
178,2019,Female,Australian,Commerce,3+ years,2.0,6.9,4.9,7.5,2.8,1,0.7680137194466202
179,2024,Female,Australian,Education,<1 year,2.5,5.2,7.2,6.3,6.5,1,0.8490274940486665
180,2019,Male,Australian,STEM,3+ years,3.0,2.3,6.8,9.9,6.8,1,0.9627871716216299
181,2019,Male,Australian,Education,3+ years,2.5,9.0,6.6,6.3,10.0,1,0.9889019675367959
182,2019,Male,Australian,Education,3+ years,2.5,4.6,6.4,7.8,6.2,1,0.8150104336473403
183,2021,Male,Other,Commerce,3+ years,4.0,6.7,7.6,6.5,5.4,1,0.978537498523798
184,2024,Male,British,Education,<1 year,2.5,2.2,8.2,9.7,6.0,1,0.8573416554129918
185,2019,Male,Australian,Education,3+ years,2.5,6.0,7.6,7.0,9.5,1,0.9936602936195017
186,2022,Male,Australian,Science,1-3 years,2.5,6.2,6.8,7.0,10.0,1,0.9564931728478084
187,2023,Female,Australian,Commerce,1-3 years,2.5,6.3,6.8,6.5,5.0,0,0.7970601843777159
188,2019,Female,Other,Arts,3+ years,2.5,10.0,8.4,7.2,6.9,1,0.9652276599591203
189,2021,Female,Australian,Science,3+ years,2.5,4.7,7.7,9.0,5.3,0,0.6165022504567352
190,2024,Male,Australian,Education,<1 year,4.0,7.6,7.1,8.3,5.3,1,0.9545982856744705
191,2021,Female,Other,STEM,3+ years,3.0,7.0,6.9,6.9,10.0,1,0.9778335376370915
192,2019,Male,Other,Education,3+ years,3.0,4.6,7.5,9.9,3.2,1,0.9600887832011324
193,2024,Male,British,Science,<1 year,2.5,7.6,6.3,8.4,1.0,0,0.3367677832758293
194,2023,Male,Indian,Other,1-3 years,2.5,5.7,8.2,6.0,6.3,1,0.7339176942753171
195,2019,Female,Australian,Commerce,3+ years,2.0,7.8,5.4,4.3,8.5,1,0.853166919943557
196,2021,Female,Australian,Science,3+ years,2.5,9.9,6.4,6.1,6.0,1,0.9833477747137327
197,2020,Female,Australian,Education,3+ years,3.0,6.3,7.9,7.5,6.8,1,0.9515037410163532
198,2022,Female,Australian,Commerce,1-3 years,2.5,5.4,5.3,7.9,7.4,1,0.8929480912419325
199,2021,Female,New Zealander,Arts,3+ years,3.0,8.1,4.6,9.2,5.8,1,0.8120635216702158
200,2024,Male,Australian,Education,<1 year,2.0,8.8,7.1,4.8,6.9,0,0.8440534400596685
201,2019,Male,Australian,Education,3+ years,2.5,4.2,4.5,6.0,6.8,0,0.5550933703284873
202,2022,Male,Other,Commerce,1-3 years,2.5,5.1,5.1,4.7,1.0,1,0.6142166039018702
203,2019,Male,Australian,Science,3+ years,2.5,7.4,8.1,4.4,5.8,1,0.8709214814699872
204,2024,Female,Other,Commerce,<1 year,3.0,5.7,6.7,5.7,1.6,1,0.8579796649908512
205,2019,Male,Other,Arts,3+ years,4.0,4.1,8.9,7.5,5.4,1,0.943043791160927
206,2020,Male,Australian,Education,3+ years,2.0,7.1,5.2,8.2,4.3,1,0.6737311925849331
207,2022,Female,Australian,Commerce,1-3 years,2.0,7.3,6.9,5.1,8.1,0,0.7001378018463024
208,2022,Male,Australian,Science,1-3 years,2.0,5.3,7.6,5.3,6.1,0,0.6908419196299624
209,2024,Female,Australian,Education,<1 year,3.0,6.1,5.2,3.6,6.7,1,0.5659764962002071
210,2020,Male,Australian,Science,3+ years,2.5,4.8,8.5,7.2,5.0,1,0.8794270890239998
211,2021,Male,Australian,Education,3+ years,3.0,3.8,7.8,5.5,8.1,1,0.7942306615282758
212,2019,Female,Other,Education,3+ years,2.5,5.0,4.6,9.8,1.5,1,0.8470756227973864
213,2023,Male,Australian,Education,1-3 years,2.5,6.1,6.9,7.5,3.3,0,0.26542205539329594
214,2019,Male,British,Arts,3+ years,3.0,3.0,7.6,6.5,8.7,0,0.8448929869040295
215,2019,Male,Australian,STEM,3+ years,2.5,5.2,6.1,5.6,4.4,1,0.48890419243394306
216,2021,Female,Australian,Science,3+ years,2.5,6.2,4.8,4.1,1.0,0,0.31220226310809157
217,2019,Male,Other,Education,3+ years,2.0,8.4,7.4,4.3,9.1,0,0.9365529249272948
218,2020,Female,Australian,STEM,3+ years,2.5,5.4,10.0,5.7,8.2,1,0.9587038873469542
219,2020,Female,Australian,Commerce,3+ years,2.5,3.5,6.4,5.5,7.3,0,0.6941402208178784
220,2022,Female,Australian,Arts,1-3 years,2.5,5.6,9.4,5.0,5.7,1,0.959519299634991
221,2024,Male,British,Science,<1 year,4.0,4.9,5.9,7.5,9.7,1,0.8331481899866834
222,2023,Male,Torres Strait Islander,Science,1-3 years,4.0,7.1,7.3,7.7,8.6,1,0.9896651553649527
223,2019,Male,Australian,Education,3+ years,3.0,5.3,8.2,6.0,9.4,1,0.9681007425421999
224,2019,Male,Australian,Commerce,3+ years,2.5,1.0,7.0,10.0,7.2,0,0.7389719754727927
225,2021,Female,Other,Commerce,3+ years,3.0,10.0,6.6,3.7,5.8,1,0.9789230616306034
226,2024,Female,Other,Arts,<1 year,2.5,6.3,8.1,6.9,4.5,1,0.8762604353550083
227,2020,Female,Australian,Education,3+ years,2.0,6.2,9.8,6.4,2.3,1,0.9857043094284236
228,2023,Female,South African,Education,1-3 years,2.5,2.9,7.5,5.8,6.8,1,0.6906422452988785
229,2022,Female,Australian,Commerce,1-3 years,2.0,3.1,6.2,5.5,7.0,0,0.6219387505254624
230,2020,Female,Australian,Education,3+ years,2.5,5.8,6.7,6.8,4.6,1,0.8921306032683121
231,2024,Female,Australian,Education,<1 year,2.5,6.7,10.0,6.4,7.0,1,0.9388030855914913
232,2022,Female,Australian,Arts,1-3 years,4.0,7.4,7.2,6.1,4.7,1,0.964309783669044
233,2021,Female,Australian,STEM,3+ years,2.5,6.5,6.1,4.5,7.7,1,0.9532501187106261
234,2021,Female,Australian,Arts,3+ years,4.0,3.6,5.3,3.9,3.3,0,0.1572622501844857
235,2019,Male,Australian,Arts,3+ years,2.0,1.0,4.3,6.3,2.9,0,0.41577418238757596
236,2024,Male,Chinese,Education,<1 year,2.0,5.8,7.5,6.1,4.9,0,0.5799082964203318
237,2023,Male,Aboriginal,Commerce,1-3 years,2.5,4.9,8.0,6.4,7.6,0,0.4782021345805643
238,2022,Female,Australian,Education,1-3 years,3.0,3.5,6.4,6.6,2.6,1,0.7171999589205597
239,2020,Female,Other,Arts,3+ years,2.0,7.7,7.0,5.9,8.1,1,0.9446646889968942
240,2024,Male,Australian,Commerce,<1 year,2.0,2.8,5.2,6.4,1.4,0,0.36635216607277904
241,2024,Female,Australian,Commerce,<1 year,2.5,7.2,7.2,5.3,4.9,1,0.8175479717199138
242,2021,Female,Chinese,Education,3+ years,2.5,3.2,7.7,9.5,2.0,1,0.93276881484816
243,2019,Female,Australian,Commerce,3+ years,3.0,6.3,6.2,5.4,1.0,0,0.6347295486968557
244,2019,Female,Australian,Education,3+ years,2.5,7.9,9.5,6.1,6.4,1,0.9781970854188421
245,2022,Female,Australian,Commerce,1-3 years,2.0,5.3,5.7,5.5,5.1,1,0.718196464743749
246,2021,Female,Other,Science,3+ years,3.0,9.4,7.4,5.5,2.0,1,0.972810670938592
247,2024,Male,Australian,Arts,<1 year,2.5,9.8,8.3,6.8,4.2,1,0.9354795089875462
248,2023,Female,Other,Education,1-3 years,3.0,6.5,6.9,6.6,6.6,1,0.858266186661079
249,2021,Female,Australian,Commerce,3+ years,3.0,7.1,6.7,6.0,4.6,1,0.8805668328759348
250,2022,Male,Aboriginal,Arts,1-3 years,4.0,8.1,4.9,6.3,5.0,1,0.6341647111090434
251,2022,Female,New Zealander,Education,1-3 years,2.5,7.1,9.0,5.5,4.5,1,0.9528309448327749
252,2021,Female,Australian,Arts,3+ years,2.5,6.9,6.7,7.5,4.0,1,0.7269388254127717
253,2022,Male,Australian,Education,1-3 years,2.5,5.0,7.8,10.0,4.0,1,0.9371899730634474
254,2021,Female,Australian,Science,3+ years,3.0,2.6,8.0,5.2,3.9,1,0.78341158772004
255,2020,Female,New Zealander,STEM,3+ years,2.5,3.2,6.1,7.5,3.6,0,0.41610633326470103
256,2021,Female,Australian,STEM,3+ years,2.5,10.0,6.7,6.9,3.0,1,0.8107426758127463
257,2021,Female,Australian,Arts,3+ years,3.0,6.6,9.0,8.0,4.6,1,0.9409800725172917
258,2022,Male,Australian,Education,1-3 years,2.0,5.5,5.3,8.1,3.9,0,0.6172392089505992
259,2022,Male,Other,Education,1-3 years,3.0,8.5,10.0,7.2,2.8,1,0.9913831664419425
260,2019,Female,Australian,Commerce,3+ years,3.0,4.5,5.9,6.7,7.4,1,0.8106764961235436
261,2019,Male,Australian,Arts,3+ years,2.5,7.2,5.2,6.0,8.6,1,0.8965243884065408
262,2020,Female,Australian,Education,3+ years,2.5,6.2,7.2,5.4,5.5,1,0.946001316896402
263,2019,Female,Australian,Arts,3+ years,2.5,6.9,10.0,6.6,5.7,1,0.9886546132288322
264,2021,Male,Aboriginal,Commerce,3+ years,4.0,5.3,4.1,4.5,3.8,1,0.5610321975838392
265,2022,Female,Australian,Education,1-3 years,2.0,4.1,6.8,5.7,8.2,0,0.6057733192084025
266,2019,Female,Australian,Science,3+ years,2.5,4.4,7.7,8.8,9.8,1,0.9673931833487518
